ID	Pattern #	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4
Simulated_feature_group_A_49	2	1	96	26	2	1	1	8	203	0	10	163	6	3	100	1	1	1	25	18	55	202	24	0	37	0	24	0	0	0	0	36	0	36	16	305	46	104	365	92	1205	0	87	7	1411	62	424	0	0	2	0	16	154	11	42	64	22	12	138	81	143	379	310	0	23	991	973	68	0	230	272	4	2816	286	10	15	2964	7	3	445	807	2363	1	466	0	32	1950	0	797	0	447	1	94	0	460	211	51	305	72	717	678	597	1029	356	1203	16	5521	135	101	6441	9182	52447	8	3289	12539	2639	947	0	6802	5933	24322	50066	784	14728	219	4216	925	4837	0	30642	36	25156	13100	18595	17811	57812	26185	9961	637	31	14
Simulated_feature_group_A_50	2	43	1	75	132	10	77	10	0	23	119	46	17	1	10	48	0	1	123	63	2	92	13	13	0	103	1	9	8	2	469	29	30	122	0	42	26	32	59	0	1040	664	0	317	172	225	8	55	42	18	155	343	30	0	5	19	659	415	29	137	349	938	19	7	1098	1112	111	184	257	0	0	281	512	47	1731	249	912	0	290	2545	55	1962	19	15462	0	0	81	134	2142	368	3	486	201	10	1850	1042	145	214	7234	50	11396	1157	3012	1	886	1445	154	86840	212	2559	12219	475	1308	1486	3188	46	34	88943	0	2045	1229	8670	25914	54432	0	4	19988	38329	5990	8102	27360	2488	2890	9156	3896	1	68	20	9803	100957	7910
Simulated_feature_group_A_52	2	20	0	16	0	1	53	5	9	0	33	4	0	11	28	2	1	4	109	0	79	6	299	6	1	0	25	0	46	101	52	5	10	7	4	12	158	41	58	4	54	278	495	194	188	12	378	40	21	12	1	386	146	381	576	26	18	0	544	168	92	3	21	193	6	1	7	111	1	12	181	171	962	5020	770	3306	2292	66	130	1694	1239	401	1330	90	3445	80	2612	13	371	244	22	415	78	5	524	151	40	213	41	33	608	70	2375	54	309	2127	160	0	500	3442	3085	29	2887	33533	4211	404	348	67771	20405	4130	71	3183	276	4499	781	1445	3366	475	1824	12838	10	1646	3800	4279	4357	3572	57	8388	18	3460	14360
Simulated_feature_group_A_53	2	77	3	91	256	187	9	14	37	29	44	35	88	43	28	71	97	146	53	9	66	230	211	0	378	154	199	15	37	34	49	205	36	8	9	105	938	510	72	140	17	178	274	855	137	226	15	1193	91	380	278	303	139	368	12	311	15	33	881	16	577	29	127	567	942	1116	160	147	156	574	518	6678	2296	911	6082	635	443	1595	1814	7841	1732	3537	306	422	2401	1585	1035	874	2897	299	1862	1439	12463	2769	2160	1908	3003	13203	1540	120	1135	976	103	274	4256	3248	19433	44816	14758	1727	9183	1925	10159	54063	30979	7161	768	53566	9192	4541	18725	15915	18687	30665	48452	7541	23787	20124	23593	108790	44034	3284	3546	58670	11381	3036	43751	2107	3736	45372	2839
Simulated_feature_group_A_54	4	74	103	286	30	246	374	85	539	225	392	10	161	2586	738	1094	85	662	3	0	381	415	77	1108	772	2083	1798	2179	2793	38	96	6	984	1049	817	35	4015	7312	1453	749	12044	5769	17262	79	407	2056	1204	3809	71	640	960	568	616	2673	2686	2068	15863	467	3421	27	2406	691	3275	65	2183	3	293	3344	12681	917	1427	4962	11518	1261	38694	1001	19194	3857	48138	47559	57001	4880	4193	2988	15015	5982	1126	21389	421	9528	2388	7672	828	13896	82595	35122	24868	8543	44546	46185	24003	9395	13230	95672	297	13422	298416	787089	18496	7769	1307	218751	193275	46283	20855	10648	319153	422262	204131	109610	21299	18750	20627	68919	15	89962	39571	17004	313133	198	78945	17869	374602	768190	195041	41090	155	37157	54165	1004	17872
Simulated_feature_group_A_56	4	686	460	41	1323	4	152	52	140	194	812	3	395	24	677	6	0	164	173	0	14	854	913	79	389	484	267	8	299	1294	233	355	278	422	366	45	128	1455	2949	303	6	96	0	1787	226	9603	290	30	573	68	1625	6	1750	2665	1286	48	2143	1506	3628	5268	346	152	2503	4313	9615	2617	818	150	7004	61	983	38965	4492	9956	959	14322	147816	23840	10880	266	14	3389	5389	15567	21659	19896	5	25076	20659	36424	144	2259	30124	899	4294	15770	883	28610	1886	20398	38554	125	1663	977	5203	6664	5301	14586	1021	139848	88543	1164	2	195314	11715	202359	97837	112977	31805	37430	245926	262389	74915	208737	112110	64635	13530	60590	24581	680283	262256	88459	252361	219348	55987	197177	864861	171242	130777	164561	81099
Simulated_feature_group_A_57	2	4	247	24	205	1	231	398	22	7	0	31	0	7	265	255	17	79	1	0	497	7	17	0	473	54	20	4	54	40	265	127	13	533	382	0	91	0	41	5700	436	68	1084	47	215	6	1914	28	587	520	1447	0	95	191	3112	12	618	23	5	0	258	2781	1151	705	107	0	1	16	871	0	523	8719	5350	0	30	508	15704	39	1	4	627	254	13978	11088	1861	5	1567	1	2781	1577	938	3975	559	603	24824	4441	23070	19	3145	618	148	37	17012	27	3835	1786	1271	72126	30665	21	872	2753	0	48890	34771	3	569	87547	75369	394	2231	539	172	50580	4	6178	65723	6565	917	9229	34317	462	108325	14357	946	33	36	32387	0	26500	7074
Simulated_feature_group_A_58	2	11	75	21	11	61	1	0	38	0	8	3	69	4	371	1	30	58	2	54	6	13	29	3	137	1	0	30	5	5	0	205	0	3	0	124	99	1	0	0	2722	351	0	165	0	0	2	13	166	1110	0	621	49	0	9	393	72	809	7	796	0	0	658	118	66	106	762	4	463	574	513	7	60	592	41	4094	14	34	26123	1290	191	5421	177	3886	26	817	5625	5	2927	110	3	305	4096	3690	5318	8034	177	2	1022	3667	2323	0	532	1528	68	419	36629	2394	2718	95	365	1	6535	56044	4027	116	385	13587	315	2	0	150	2	2	95745	8625	130363	15335	1696	44759	4321	2383	419	85654	29428	684	1035	0	21860	10451	52746
Simulated_feature_group_A_59	2	94	14	0	90	0	4	0	0	12	30	1	130	2	20	0	31	0	19	33	0	6	32	29	2	0	0	0	7	33	1428	133	0	1	16	408	33	13	35	0	33	39	280	883	11	1	0	372	183	16	2	1	500	0	4	1	957	2599	10	10	748	82	37	2	455	4	0	414	8	0	0	36	1803	2059	1	772	1213	842	0	0	18	14675	4678	3361	1235	9986	254	22390	0	6838	65	202	3	7473	1035	677	957	93	60	1419	0	232	3	4	162	0	1238	17	2	164	102103	4648	6224	31566	28	2363	89	3045	104	7105	49	13109	49902	71651	16935	16883	116018	2614	0	562563	0	20036	11596	23817	17099	425	4985	7722	7347	61382	9718
Simulated_feature_group_A_60	2	0	1	1	142	1	0	5	59	0	8	29	401	0	0	74	8	13	8	3	42	6	48	32	0	2	3	6	0	2	0	41	0	0	42	25	0	1	124	3	18	15	472	420	128	1	285	109	21	591	6	2	41	2	0	7	249	557	65	229	219	120	1102	1402	0	62	47	27	132	576	13	0	1245	316	4388	0	97	991	0	2394	27	4516	500	25	17	3101	0	2840	0	91	1336	197	1984	8	1047	569	85	22	73	891	1054	1285	0	0	11	321	21705	436	1774	2046	24660	412	0	2377	0	4	4952	65774	1159	13	24	28140	967	264	719	42704	17625	6146	293	56753	71745	188	3413	107	4526	626	11890	636	17021	27178	238
Simulated_feature_group_A_61	2	0	23	125	37	11	259	56	47	169	0	5	2	0	14	1	10	13	122	11	53	8	4	0	88	0	0	1	15	286	37	1	5	28	43	1118	0	0	85	879	8	17	115	100	532	359	1037	2	0	2099	9	1	0	0	21	64	383	39	65	1	519	112	1293	1	41	0	55	0	304	17	9	261	56	0	0	818	25	27	35	0	2470	462	7	3751	3437	31	9	146	1	4161	241	729	259	105	338	0	25	658	0	2	0	20	120	5169	562	15	2	86200	0	45	6021	6563	39616	413	9367	19291	69553	524	71371	1	54434	18345	0	80283	16078	9	2286	9401	7	215942	8	3748	19643	2800	43	14926	979	582	527	465	8320
Simulated_feature_group_A_62	4	42	22	569	10	119	195	138	556	132	165	1014	88	460	269	413	25	314	214	175	224	525	143	155	243	547	355	318	233	1563	918	37	67	536	531	321	782	2456	2196	226	789	492	3092	136	297	1528	935	520	369	2603	833	230	261	1068	217	516	1633	2009	1447	1443	1410	48	1871	10903	1123	1519	4900	304	1909	1356	3770	14822	4852	8359	384	16738	23505	4002	5533	12375	4649	14936	312	8041	9956	1635	1130	15555	3616	3504	3103	3494	20769	2485	1854	16234	7711	8585	4401	14278	5844	2846	33992	1816	5730	20790	34122	106388	29515	19878	77908	250366	108506	120406	69559	215648	66529	167673	63422	23824	332948	52666	16867	45182	244285	79891	347571	14804	17299	31574	119224	68153	130832	344418	75116	63526	11534	27042	47957	54094	64580
Simulated_feature_group_A_65	2	3	1	72	53	33	373	324	5522	16	45	15	10	54	0	29	7	1	38	1174	0	137	883	0	291	47	0	0	0	67	1432	164	0	313	280	1177	2622	387	4066	61	3626	45	0	3860	393	50	3043	1915	1435	4462	1123	204	1390	10	2938	30	157	8	267	193	46	526	1	2	127	163	2506	818	5932	1912	4	480	0	17182	9374	3226	601	50	3008	595	4332	9355	8546	413	20	1940	1410	9232	22249	2159	0	4	6411	984	242	19900	21607	62	1	152	12	696	495	6001	2534	10926	100434	0	200	556	1724	5947	138	5321	3882	2263	16015	9860	77294	5	18926	30677	7806	1933	8673	12253	1	55894	23756	16266	1160	64670	823	420	53	70860	56373	1151	126521	72	271848
Simulated_feature_group_A_66	2	74	1	0	3	1	14	74	21	1	11	245	667	43	1	0	286	3	0	28	0	52	381	0	10	6	277	37	0	0	105	0	302	2	142	179	217	114	0	0	806	2550	2	1	353	69	16	3	230	1155	150	2	0	545	135	0	210	8	47	155	91	29	0	403	0	309	0	188	0	23	2	5549	3051	107	779	329	8384	165	5136	65	806	3	4376	1509	4747	11170	1090	4920	55	71	696	2268	95	1307	1175	599	27	1406	1	1806	403	1	17428	6140	1354	6066	1320	35671	43489	72295	14571	80	6597	54929	86	59299	0	10519	427	816	4320	6083	1422	1380	16811	10	420	6815	102165	1132	143	2082	0	26810	1	50	3646	172	41174	73594	14597
Simulated_feature_group_A_68	2	9	3	0	5	4	2	144	1	16	18	1	36	16	0	0	353	0	3	1	0	0	0	25	151	41	0	0	183	2	15	1	6	0	11	0	0	147	10	95	57	1211	18	173	41	0	0	67	396	6	256	5	1261	2	1	19	806	2	112	196	3	146	1035	4	17	4552	112	0	312	2	3	29	128	2173	129	280	187	5354	0	21	0	0	60	2041	6354	79	12	2	100	4	7399	4	662	4568	22	3039	822	109	131	256	1184	0	148	772	790	0	23	19	388	5072	10531	25697	211	44	181	3572	42	14	7282	13893	6713	725	6852	35	10	906	13735	6685	7785	745	2063	452	3666	45	0	1481	0	2215	1137	9	604
Simulated_feature_group_A_70	2	18	1	0	12	1	2	96	0	64	9	108	4	51	0	329	0	475	0	133	0	0	68	36	198	5	6	5	13	0	0	1158	7	4	3	163	171	260	6	722	365	1849	131	101	3864	325	37	0	13	24	6	0	0	0	1182	6	4	391	520	0	3	4	35	368	2	383	13	1192	362	8	134	1	10265	118	33	5	1	22	3	34062	46	73	4087	1017	452	95	23759	5014	8402	367	9	10	3042	1668	33836	267	794	37238	88	3687	0	0	4	2869	4908	1	23633	6402	489	744	115	14700	17054	1394	72526	31828	8705	1	158651	52792	320	318	12	14	136	2466	109894	1254	125608	24342	46096	46237	4130	68741	6	3265	17512	246	78729	21247	24100
Simulated_feature_group_A_71	2	40	46	1	3	9	38	13	1	0	55	12	31	10	3	1	0	0	0	0	0	0	1	55	7	1	15	22	4	8	0	17	0	0	0	19	29	639	0	0	418	60	0	2	0	539	0	9	243	29	8	4	1	31	1	8	54	146	37	18	367	651	10	136	0	36	15	18	0	0	2	943	472	736	423	591	2188	1096	1945	333	12	7327	21	0	950	115	0	8	304	1310	1149	147	471	157	7	202	515	94	2064	595	141	3	245	436	555	153	0	3471	3575	1262	1323	24873	1010	1952	26635	141	676	9	2155	23	11	312	54432	5	31	4328	271	636	17018	1957	49424	2	0	0	6675	13	1345	17334	2251	4331	45
Simulated_feature_group_A_72	2	769	0	1	13	0	125	0	2	0	285	215	1	2	89	7	13	106	2	735	19	46	17	21	1	3	0	89	185	0	0	45	52	27	51	0	564	1493	199	0	0	3510	1706	58	3	114	10734	218	5077	20	437	50	2843	26	938	0	379	1285	0	146	224	3	293	2	12	0	31	289	117	4	56	2266	9262	1084	21	3	5	2166	150	7	2	99	25	10743	6134	10456	1341	4351	0	249	2895	10613	6759	22668	10502	0	46	0	740	6718	1	3338	0	1661	13541	0	19262	313	491	7987	2858	66	56655	6078	26897	4	33445	1112	160539	5661	536	16018	1297	23675	172211	2697	77	70	1005	8472	731	29708	51095	36014	1376	91	798	3660	21458	1518	2650
Simulated_feature_group_A_75	2	0	3	34	0	9	4	0	45	0	5	6	0	17	0	0	44	0	0	21	5	2	39	0	35	4	0	0	0	230	0	8	4	0	55	6	14	28	44	12	45	22	0	4	11	199	940	2	0	59	92	3	118	0	1	233	5	24	191	5	53	50	269	8	713	3	1	0	31	1	0	3	4	1564	177	3	389	276	106	802	1084	8	51	7	2	47	10	346	610	0	455	174	62	26	196	183	87	95	1453	955	679	8	2287	69	291	3888	286	3487	2595	4204	19126	15739	705	0	29	2168	33095	20811	10	1196	296	38	28646	599	20	263	1	4087	10615	5329	14656	29	69383	660	1	242	4969	499	11461	0	91
Simulated_feature_group_A_77	2	0	7	0	0	10	0	1	1	0	20	24	56	17	74	5	8	0	8	2	1	16	0	1	6	5	32	1	101	93	24	26	26	0	1	8	10	0	330	7	28	1327	16	2	133	334	101	94	62	99	0	765	16	209	6	1	2	243	319	88	0	148	3	707	4	127	334	399	0	38	0	2235	3785	2153	3	1008	0	3	5300	370	117	26	14	4290	2653	213	3124	803	0	2	9	96	29	0	4	0	723	1024	138	496	6	0	1077	495	681	27	1	6	5	15411	25152	8542	57	28	149	2667	246	73484	43	60439	77	12932	95	7	17945	4539	18	9764	19254	64	2391	2236	8365	1261	8717	18501	3501	322	11	552	14948
Simulated_feature_group_A_78	2	10	19	14	19	30	25	34	10	25	10	31	14	35	22	9	27	10	21	20	22	5	26	26	18	15	9	21	15	10	18	14	23	15	9	36	94	207	130	70	58	82	124	49	239	112	109	18	66	143	53	64	84	116	142	142	57	99	128	99	63	140	130	97	70	110	54	169	90	30	83	264	820	656	224	796	508	720	1066	657	1336	1052	710	767	1654	636	945	922	523	616	614	695	547	201	1448	776	760	301	139	439	527	925	598	729	482	605	5134	4669	8745	8599	6725	2420	7969	7306	3201	6032	6420	14017	17366	2065	6053	4446	5236	7686	6841	6053	10284	5242	2157	4957	9706	7147	5876	2298	10663	6584	8062	12423	8587	7529	8189
Simulated_feature_group_A_80	2	0	0	229	49	0	18	68	14	3	2	0	1	7	110	41	0	0	5	1	16	5	52	8	2	8	9	121	0	0	7	0	3	87	0	132	233	2	1632	0	785	35	0	778	1	43	0	2	2	62	0	0	185	0	87	43	37	57	4	3	318	4	19	71	101	7	0	2	17	170	178	1	59	434	277	1084	181	0	0	257	1	2653	268	25	248	12	26	431	0	711	0	743	509	2467	2031	0	1336	4046	35	420	10	45	0	83	1	501	61776	552	50	941	1320	29109	9753	7502	1840	8409	46560	3418	2119	3770	17456	436	206	8271	16611	51100	2685	132	27016	18169	1921	16935	6	13	3293	1790	0	3302	15959	2313	5885
Simulated_feature_group_A_81	2	1673	245	77	5	74	162	2	1	137	2	1	140	104	3545	34	15	163	149	0	176	856	17	33	1	385	0	1	1875	0	47	73	221	8	0	17	511	483	4087	6229	167	1239	6632	2894	2753	147	2	15	23	1638	0	1	15677	5	827	4	2117	14744	1323	67	7120	894	73	427	196	67	2	619	1744	4393	43	18614	12340	5307	12	4960	208	23080	620	168	55	702	23951	3489	0	123	15975	1380	201	915	1	17	2612	13004	224	124	2824	23296	5128	136	9499	2356	23007	4939	1497	1385	0	101367	42	82508	31903	15194	438238	38804	73097	165474	17	18742	416304	81	399	3	65690	1544	441	147009	28205	20230	40686	194	102367	0	325144	1971	35441	61369	884	42	96747	24265	487
Simulated_feature_group_A_82	2	16	7	5	0	14	9	24	0	23	10	1	0	1	2	18	27	22	11	10	3	37	19	5	0	5	1	0	0	0	4	6	2	0	40	0	0	99	39	418	11	1	0	49	0	0	0	3	28	188	6	76	8	77	0	79	41	38	32	35	62	64	111	138	4	0	5	71	7	0	55	106	1	1	1	48	9	354	0	269	0	50	473	0	24	433	9	462	3	314	0	806	7	3	0	0	758	307	204	27	30	309	469	249	956	7	1915	294	2745	13084	162	0	3852	9786	26	9650	0	0	798	0	15276	77	5	2975	3931	2980	15270	3064	752	2391	5	996	7199	6229	764	691	2878	5603	1476	1028	554
Simulated_feature_group_A_83	2	340	0	69	223	99	87	996	627	62	0	185	176	4	743	54	689	6	108	0	0	19	24	507	70	3	0	971	990	6	1663	47	60	47	14	44	2448	0	759	63	1	338	2639	228	44	5833	2438	2194	19	0	842	112	38	57	140	407	543	618	163	4700	56	1421	1402	38	6178	100	415	115	29	476	1657	1490	59287	302	1196	18895	805	8316	7	8	658	14032	43	62	4665	141	242	283	9922	49	26	394	33	9190	1031	686	26959	11316	2874	22804	5	11	2722	4792	20987	14867	185005	159199	15502	14207	4	36652	44990	5641	7251	34362	26818	25284	1	63793	286789	9692	35503	1615	221734	1603	3364	1382	12423	52121	3341	225	36954	251628	0	13470	61	10346	9616	574401	102703
Simulated_feature_group_A_84	1	175	428	62	4	0	88	407	187	57	0	1433	208	1	915	22	35	235	16	104	159	165	132	421	2	29	0	54	374	605	1	631	21	0	23	14	2121	911	1013	205	2408	462	386	349	2491	4	5720	715	469	180	356	711	207	2106	428	104	40	1515	386	1527	949	4	55	137	927	1205	1544	2694	1316	6595	1136	9292	4560	1063	4728	2363	846	13932	6704	1159	15677	3389	571	7437	10638	2127	2053	204	22159	691	1433	721	2637	15036	1874	2965	5450	11525	263	7198	10356	7259	5958	8938	30481	765	84022	1709	72759	9779	10150	131194	143371	53324	159562	45358	27707	2143	15958	71523	27940	149330	2510	21877	21392	15733	39567	87754	58104	1640	33696	1602	21092	12751	63174	221422	49671	44132	102596	30499	3253
Simulated_feature_group_A_85	2	33	42	3	79	16	44	19	0	3	0	0	14	3	0	0	4	0	2	0	16	211	0	1	10	0	29	5	1	109	8	40	79	1	7	0	889	12	21	2	4	1	83	0	2	1499	63	103	8	196	280	13	172	1	2	3	3	525	1	57	112	6	0	13	344	311	6	29	0	447	299	1214	685	151	75	2010	26	127	2370	29	293	668	122	89	0	49	399	893	598	1811	0	107	1	48	224	293	8	186	12	162	0	1918	0	40	1934	978	7442	8	1135	7899	66	17	1334	483	519	1606	3745	2	6654	2685	19	21636	10704	10815	1288	39552	18771	9100	5695	660	935	10384	3427	10702	4902	2	4192	85	1101	62	0
Simulated_feature_group_A_87	2	215	10	0	4	67	36	237	17	0	84	140	6	23	5	25	1	4	0	5	0	0	2	5	42	0	3	2	3	95	15	17	7	0	3	0	131	297	0	141	5	0	883	763	464	189	1071	2771	330	433	0	14	239	9	2161	578	229	0	8	0	2416	5	0	0	599	0	0	0	146	1	21	64	3296	12215	26739	9075	1700	1587	5850	343	34	3086	29	1866	740	4940	0	1465	5	5776	351	2727	26455	0	418	0	2601	35	149	9	73	4008	1040	279	754	242	42827	25268	18106	1	329	15544	386	389	5950	20100	71	30078	2543	325	33348	36112	0	2108	5199	11676	7188	33	42	8998	8559	1	4	0	91	3748	47467	34090	225	25456	5534
Simulated_feature_group_A_88	2	120	94	0	23	0	0	11	15	1	9	1	73	229	9	74	273	1	4	46	56	11	0	187	1	20	562	31	0	1	1	0	16	17	53	47	39	34	17	15	270	11	103	8	0	4	87	2	829	118	29	5	12	116	2094	0	2	74	18	53	315	770	55	258	1	473	40	74	174	0	41	564	815	838	4	263	105	193	1460	3531	98	1680	26	4713	5268	5	2944	2463	0	0	1	2128	1176	8043	18	2239	98	0	233	0	0	1987	428	7783	230	518	211923	920	9150	40	2001	7	39	20479	342	67401	264	73	115	6461	6532	13390	1837	16927	2284	13351	13	399	169	721	1629	256	222401	21636	12412	8	218	8404	5736	57939	27883
Simulated_feature_group_A_89	2	3	34	67	161	148	245	86	13	364	31	3	9	264	243	2	21	52	0	167	9	14	9	6	30	143	27	231	1	0	76	0	17	38	277	162	145	45	469	805	4	263	277	56	73	1316	294	406	156	6	1492	412	11	652	255	78	3	848	6	252	1	323	23	1057	6	175	295	1	359	532	1289	9857	104	4555	463	2889	768	643	4050	145	1378	2398	15757	1	1078	939	8003	867	667	2166	341	478	328	7195	951	497	515	14738	194	2106	4104	1327	75	6095	1489	985	345	12513	40012	16073	6012	9108	2668	43	11809	27616	68337	27751	9509	83005	20026	8957	11014	16252	54176	32084	1837	9655	30399	12198	129075	36342	62780	2651	20459	47138	74381	17139	28529	37000	2461
Simulated_feature_group_A_90	1	315	27	0	21	129	18	26	52	128	3417	0	330	113	0	496	281	194	11	2427	82	1	230	224	200	111	78	0	4733	82	290	27	0	1830	419	4390	1609	30858	1921	129	953	79	4727	47	125	962	0	5212	5805	735	0	1245	3946	21	450	536	999	276	5371	1517	366	11	2244	3344	927	2654	46	3645	3688	206	117	334430	68337	0	21416	182	12	44	918	179	14	1003	8284	12981	31777	30795	2944	8933	2835	4668	820	0	33710	72012	21	45	827	3254	613	2715	11885	6839	1003	42235	353	61896	265431	530703	4410	266911	90946	511	9347	18469	78378	15209	151	13	249955	78	204439	1609	436705	12774	202535	727783	2687	189194	54	42322	724458	187275	1217490	30440	20171	1829	4534	52247	3585	178955	131
Simulated_feature_group_A_91	2	810	29	220	7	31	1217	1	0	0	113	1	62	220	14	5	25	1	52	21	202	0	11	22	26	6	135	235	61	0	21	4	27	23	291	371	0	1809	33	930	297	350	8	0	0	1902	4596	82	0	155	98	4	7	606	2260	0	17	2077	156	371	716	0	49	8	509	14	3858	2	6290	3775	870	166	0	606	2406	6028	15	18	21483	0	11433	513	374	53	0	13790	17	2578	1092	21192	22492	281	11496	409	58907	46256	9882	1	487	0	6236	3068	6343	2090	10319	0	884	42107	281375	4416	9903	14705	0	50215	849	14	22062	72987	118617	52210	95099	4647	17346	7914	141565	17	24	2257	12394	81325	533	58	43336	17058	60581	7302	0	21429	666	413293	239705
Simulated_feature_group_A_92	2	6	80	0	3	0	0	1	269	19	55	0	67	12	0	7	23	0	0	0	350	1	926	20	84	2	7	1	1	961	474	0	302	254	801	88	173	219	0	2087	154	11	104	774	0	1785	54	725	14	472	0	9	1087	122	0	33	123	2590	72	5	25	0	75	233	270	0	917	2	1226	816	1605	2645	9296	330	29309	367	228	393	1	325	479	853	7526	4	29111	12568	3771	1085	1457	210	4771	1	1309	0	7387	1706	846	1995	14	4	16892	519	9395	1	11691	139	38849	345	1612	2435	20	36428	21223	48939	11675	50	81901	2093	22	54	7475	194	87	27886	17990	11018	56	180161	10861	76856	48758	573	3674	30107	36	33163	0	15070	12014	83	2
Simulated_feature_group_A_93	2	93	21	0	0	354	1	18	16	9	54	0	2	656	0	31	7	0	0	1228	105	153	40	1	33	287	50	371	49	536	385	0	14	52	41	0	7	5	0	85	516	128	0	9	5	560	3	207	121	976	2818	20	260	0	254	158	4	0	12	12	0	43	0	38	1192	1416	8	479	32	810	2570	3	4	27	10	0	8	2	1688	6805	388	1572	4868	15481	1476	756	13943	7	405	2335	26	20738	3301	5490	850	3478	965	1761	2651	151	7284	178	1923	3162	6759	3628	64187	29	36806	16676	4863	231	1473	106685	9342	425	18	0	126038	275933	105542	37180	8892	1	7745	869	12836	30748	46846	242	48335	5140	176668	5793	7921	8952	7	22	1482	2549	342274
Simulated_feature_group_A_94	2	141	212	0	3	7	36	2	29	3	61	4	0	2	325	21	0	3	0	364	2	25	0	93	0	11	3	0	198	148	10	3	16	15	0	0	0	81	13	27	1381	9	22	3	120	1348	29	0	167	0	403	511	0	52	403	97	0	412	447	301	28	4	13	747	59	0	12	163	862	147	21	185	13	177	2135	6458	2122	244	3421	963	25	39	717	177	3239	2679	35	2887	571	116	471	346	1661	34	227	3788	176	1	270	2894	535	4	5200	440	516	0	1484	3799	170	77518	17088	538	5	0	2190	1146	251	3335	11747	1070	80187	1591	5565	7717	9412	55021	45004	16	31211	1519	1286	29465	0	2152	6760	491	14106	4430	61997	484	59
Simulated_feature_group_A_96	2	1	5	6	25	48	3	1	0	180	134	60	26	11	23	24	0	6	7	313	0	21	9	0	39	3	60	466	76	19	18	0	130	139	0	3	1199	0	82	827	4090	26	184	13	0	76	69	376	4	254	0	0	800	826	4	5	23	200	137	3	739	7	45	0	408	1	182	98	0	0	148	417	271	12	2535	2	56	355	1596	481	9169	0	356	968	429	1540	1920	0	25	353	106	1216	964	516	0	198	176	232	746	4004	4	24	1462	2551	128	728	1783	534	4184	1259	1067	13433	431	1468	58	20141	29724	19564	5997	10	30995	70	218070	567	42952	4712	164	3673	2390	8380	16486	450	196624	23909	1064	1211	9004	0	19403	20996	4162
Simulated_feature_group_A_98	2	33	2	0	2	16	1	0	0	9	5	6	8	0	0	5	122	0	55	0	124	51	0	99	0	7	0	19	1	54	0	0	0	4	0	18	145	109	6	62	0	2	380	86	5	6	0	0	14	11	226	1	174	224	29	28	149	36	121	0	25	128	3	11	50	0	1	150	12	87	0	361	1487	210	35	958	0	0	7	2	106	881	2	15	1	231	385	1	871	100	25	1	5	1327	2308	2508	1280	0	3203	0	3	521	894	72	14	790	0	5420	180	27214	9858	230	5019	4366	9934	3659	3605	39042	162	3305	10194	8	417	43	11	9665	3508	42089	406	29000	14495	10601	1	432	12	66	0	21700	1199	2525	2
Simulated_feature_group_A_99	4	187	161	153	198	160	129	122	162	165	137	253	170	249	153	311	134	209	89	298	94	152	305	165	161	131	185	150	273	229	179	315	118	129	99	168	769	753	756	967	643	913	586	1228	448	823	740	1019	502	1364	790	514	1119	1105	742	508	904	893	1014	531	936	896	884	1269	656	749	739	885	634	758	663	6418	2922	6335	5467	2405	8787	6378	5812	7307	5781	3278	7465	4541	6682	4892	5812	1616	4728	5307	5043	4938	8180	4609	4828	4029	3863	5122	2619	6541	6801	5478	8053	5933	2332	3383	37818	34071	32540	67338	66794	46246	50752	62825	57712	41888	56653	77155	39746	75038	37968	45937	68601	39678	27792	49678	51024	52289	46881	41076	50391	23342	73563	38351	33743	81475	58652	24062	79142	58609	56723
Simulated_feature_group_A_100	2	21	1	260	7	1	2	0	24	22	97	32	331	0	173	5	101	1	279	2	1	550	0	22	18	79	8	11	44	115	7	104	37	42	2	6	625	529	936	166	613	395	39	32	35	318	132	5	211	0	270	235	4	12	722	735	547	109	11	1	978	1	300	265	34	435	626	355	47	378	59	11239	7016	6	1253	4	225	2	3	2512	98	7489	259	6366	1183	728	138	0	8155	136	42	3261	2439	10963	6709	11262	17	5031	13	14	17736	200	7514	3761	21	5792	20825	215	2302	129346	27184	17088	37256	1300	16421	5503	6067	4047	8332	15	14138	4803	28160	95074	2179	4241	77	3479	55826	225435	10	75	25054	129294	34594	71013	475	23972	89	63233	111352
